	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4	D1	D2	D3	D4
PSMA5	0.74158189	0.77288534	0.73176201	0.70577808	0.2276274	0.24052625	0.22938294	0.21718431	0.57459284	0.57489205	0.58363216	0.54687243	0.31830609	0.32422233	0.31567129	0.3313713
PSMB10	0.2072277	0.21953199	0.22029931	0.22453798	0.14709571	0.14132064	0.14654304	0.14107301	0.187922	0.18637145	0.20435594	0.1905584	0.17003496	0.16883786	0.17355721	0.17089319
PTPRB	0.01862617	0.02041259	0.02214852	0.02146319	0.06204172	0.06229042	0.07439097	0.06709757	0.02909177	0.02537318	0.02846259	0.02799359	0.04798459	0.04801234	0.05362916	0.05439809
PZP	0.00050608	0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	0.00032119	0.00032119	0.00032119	0.00032119	0.00038602	0.00038602	0.00047458	0.00038602
MYO5A	0.23184289	0.23885055	0.22619789	0.22987262	2.12677323	2.05511172	2.13395849	2.14179176	0.61337325	0.60964744	0.62717904	0.59295151	1.17246446	1.15127505	1.1855536	1.16041777
PEX1	0.13095837	0.13421371	0.13095844	0.13560408	0.11281304	0.11642857	0.1147647	0.11745406	0.10358871	0.09969007	0.10075737	0.09877941	0.10736657	0.10332234	0.11151641	0.11477154
NQO2	0.52795871	0.56210777	0.55350423	0.54017115	0.42833265	0.41143118	0.4332004	0.43673705	0.42324329	0.44027162	0.4280818	0.43702209	0.37880746	0.37681203	0.36936424	0.37937031
P4HB	8.24295893	8.25589674	8.16835822	8.1166027	1.08210588	1.06078014	1.09849853	1.15304407	5.66915788	5.80795343	5.80286029	5.60944367	2.93852018	2.90531908	3.03229951	2.93322947
PNLIP	0.00050608	0.00050608	0.00050608	0.00050608	0.0011061	0.00048019	0.0005738	0.00071154	0.00032119	0.00059187	0.00044487	0.00032119	0.00038602	0.00038602	0.00058924	0.00038602
PRLR	0.00673385	0.00640701	0.00770573	0.0073527	0.00413581	0.00377048	0.00473977	0.00393335	0.00957325	0.00924932	0.00988964	0.00904475	0.00490247	0.00575328	0.00534885	0.00568206
HTRA1	0.08221287	0.07967293	0.07540177	0.08283227	0.22388859	0.29007121	0.29652652	0.2995653	0.13682715	0.12487386	0.14178901	0.14193178	0.2106181	0.19765223	0.2479874	0.24831205
PPFIA2	0.00708544	0.00886802	0.00920218	0.00915115	1.23963224	1.24847961	1.2353315	1.20737018	0.27002626	0.27948837	0.26420302	0.26388879	0.90497746	0.92459541	0.89780462	0.86902292
POLR2A	0.97781334	0.99362103	1.01468547	1.01435934	1.00045408	0.96251592	1.00789273	1.03034011	0.98718976	1.02517179	0.99806475	0.99002006	1.01411201	1.03393149	0.97043768	0.98277627
MCM3	2.61145649	2.71672146	2.65060527	2.77652252	0.22858283	0.23347258	0.23389845	0.23050846	1.7524774	1.79150914	1.77987158	1.73103835	0.76580235	0.82064941	0.78290438	0.80281377
MGMT	0.21954213	0.21766877	0.23005478	0.2394319	0.25712192	0.26191105	0.29435544	0.30516031	0.2436888	0.25168442	0.27846997	0.28058939	0.22480324	0.23204179	0.26901199	0.27583996
MCM3AP	0.2989371	0.31003007	0.30758721	0.29806332	0.16959744	0.17208983	0.18003845	0.17509883	0.22170515	0.23171372	0.22225143	0.22799126	0.18874509	0.18744654	0.17895201	0.18123973
MLNR	0.00050608	0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	0.00032119	0.00032119	0.00032119	0.00032119	0.00038602	0.00038602	0.00038602	0.00038602
PPP3CA	0.31062463	0.30704417	0.27642577	0.29234206	3.34321516	3.17660676	3.21575649	3.23298736	0.77643528	0.73701103	0.70902093	0.72892527	2.05475152	2.00584045	2.02833423	1.96137286
NFKB2	0.48032567	0.48697954	0.48847043	0.47895614	0.1050587	0.10743116	0.10547104	0.11476158	0.42826503	0.43458401	0.43144828	0.41090422	0.18552547	0.1958449	0.19622267	0.19230557
POMC	0.00187176	0.00167889	0.00368632	0.00167483	0.00058913	0.00096419	0.00137363	0.00047983	0.00124009	0.00100767	0.00119901	0.00174189	0.00090047	0.00108887	0.00117301	0.00096567
PGLYRP1	0.00050608	0.00050608	0.00050608	0.00050608	0.00102797	0.0007967	0.00089956	0.00049506	0.00032119	0.00032119	0.00032119	0.00032119	0.00048974	0.00038602	0.00074782	0.0006679
MVK	0.2372197	0.23068429	0.23257166	0.23887119	0.16047668	0.18377828	0.15305819	0.16166383	0.29324255	0.17487264	0.18149045	0.17939515	0.16540834	0.16468474	0.17006326	0.16522974
NTRK3	0.00208821	0.00197291	0.00179432	0.00185944	0.39254037	0.44628405	0.43527614	0.44906988	0.05620052	0.06502156	0.06728343	0.06228649	0.18699348	0.18532136	0.18570827	0.22976655
PCTK2	0.08941811	0.08344954	0.07923782	0.07657788	0.30168182	0.31542221	0.31477692	0.29250271	0.13912462	0.14930676	0.134455	0.14802591	0.19216508	0.21938956	0.19623858	0.2060213
PIK3C3	0.18371576	0.18146008	0.18633674	0.17948648	0.30593672	0.31870034	0.31729074	0.31275663	0.183887	0.1808251	0.16730796	0.18330386	0.25614392	0.26430461	0.26753547	0.23693673
PRKCG	0.01413511	0.01286733	0.01631653	0.0156428	1.66336412	1.58379042	1.64294173	1.53105693	0.27472415	0.27312291	0.28304936	0.27713108	0.97062015	0.93477739	1.0274473	0.92010676
MAPKAPK3	0.54375536	0.55834835	0.57149594	0.57642486	0.14772602	0.14456588	0.14033733	0.13785628	0.47723113	0.47383491	0.48555835	0.47149034	0.27271089	0.26209159	0.27845688	0.27121841
MPP2	0.00142206	0.00128298	0.00151537	0.00162811	0.17096218	0.17980432	0.17858577	0.18681404	0.02320018	0.02334746	0.02597355	0.02691766	0.07367029	0.0767472	0.07782383	0.07696508
PLA2G2A	0.09334569	0.08807599	0.0869721	0.08643034	0.00355926	0.00301073	0.00185643	0.0029732	0.07404668	0.07171292	0.07099381	0.07622399	0.03042606	0.02797212	0.02867953	0.03154973
PTCH	0.06091272	0.06008885	0.06310638	0.05986198	0.15259291	0.14871088	0.16209702	0.15637038	0.0722881	0.07308128	0.07209485	0.07197447	0.10813175	0.09960905	0.10360521	0.09809583
PPIC	0.45135925	0.45572133	0.47622685	0.46343799	0.07131745	0.07008808	0.08281837	0.07189933	0.37480329	0.40277138	0.43524918	0.41733977	0.18739935	0.19691027	0.19673461	0.19100008
MX1	0.09724804	0.1017414	0.10569417	0.10371841	0.33280088	0.33472305	0.32401014	0.3425018	0.124495	0.12622332	0.12668066	0.12307657	0.23366609	0.22970574	0.22140183	0.23064377
NGFR	0.06772459	0.06324977	0.07006996	0.07154484	0.21238924	0.20626717	0.21793422	0.2160239	0.07371827	0.07363389	0.08227664	0.07896767	0.16386181	0.15436169	0.16749089	0.16998493
MTRF1	0.04854946	0.04751021	0.04925806	0.0505117	0.03944117	0.04194865	0.04417147	0.04403698	0.05629614	0.05116321	0.05366645	0.05389081	0.0464557	0.04765116	0.0489488	0.04900658
PEX14	0.25461928	0.28280353	0.2575167	0.25537376	0.3260367	0.32755637	0.32185845	0.3177377	0.24632751	0.26126276	0.27661919	0.25530057	0.26252071	0.28342224	0.29743403	0.29277892
MGAM	0.00250562	0.00314081	0.00401268	0.0034355	0.00367101	0.0028983	0.00373044	0.00464545	0.00258657	0.00350945	0.00558607	0.00357858	0.0034148	0.00513632	0.00543006	0.00441982
PIGB	0.08745513	0.08460092	0.08577467	0.0840218	0.02521271	0.02040122	0.02717644	0.02361332	0.0709119	0.06796419	0.0696709	0.07063254	0.04053628	0.04198148	0.04164884	0.04122646
MRPL33	0.47863529	0.48813802	0.47558784	0.47092552	0.43284794	0.42877077	0.43771262	0.44790809	0.49010425	0.48603983	0.49717025	0.48505314	0.38324251	0.3786002	0.38665735	0.38300248
NDUFAB1	1.75640495	1.7769088	1.76708391	1.7284405	1.07914275	1.10388568	1.13715349	1.08544044	1.19430592	1.1779136	1.23451004	1.23704487	1.04087856	1.10112316	1.10615468	1.11476498
NDUFS1	1.27965043	1.30024056	1.27170069	1.25733376	1.78287743	1.8080966	1.83800452	1.78659341	1.01163402	1.04550266	1.05252723	1.00331333	1.27805027	1.26337076	1.3198283	1.28079786
PDE1C	0.26554433	0.25992136	0.25190553	0.25434762	1.10287922	1.10435377	1.11830338	1.06846223	0.38045428	0.38329043	0.39031112	0.37633488	0.68950402	0.7135455	0.74626157	0.72288585
MYB	1.25871604	1.17978676	1.18904762	1.2147407	0.00337378	0.00187943	0.00315668	0.00346414	0.8975837	0.90727827	0.87055988	0.83878512	0.31839152	0.31037345	0.29650344	0.30189866
NEF3	0.03029849	0.02942984	0.02721535	0.02843901	5.27856857	5.36490798	5.54614558	5.58744972	0.98171902	0.99785571	0.97115365	0.96751032	3.64782942	3.61066286	3.54132833	3.50092496
POU1F1	0.00050608	0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	0.00032119	0.00032119	0.00032119	0.00032119	0.00038602	0.00038602	0.00038602	0.00038602
NR2C2	0.61614575	0.58123687	0.58940595	0.60915109	0.85946146	0.8717913	0.88276518	0.89329758	0.52888094	0.5628352	0.53893071	0.56263057	0.7329502	0.72406839	0.73705548	0.73644373
MDS1	0.00087001	0.00068545	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	0.00063111	0.00094302	0.00058989	0.00049955	0.00044967	0.00038602	0.00038602	0.00038602
PPARA	0.1330642	0.13375006	0.14772397	0.14177451	0.112046	0.10837651	0.10920713	0.11601186	0.12929704	0.13422688	0.13524675	0.13071599	0.11881548	0.11425255	0.11596628	0.12865428
NR1I3	0.00050608	0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	0.00032119	0.00032119	0.00032119	0.00032119	0.00038602	0.00038602	0.00038602	0.00038602
MMP1	0.1541657	0.14981229	0.14229219	0.13900935	0.00047983	0.00047983	0.00047983	0.00047983	0.08650915	0.09526489	0.08262091	0.08396073	0.04178604	0.04060589	0.03823426	0.03815193
MMP13	0.00265079	0.00306235	0.00269769	0.00268599	0.00047983	0.00047983	0.00047983	0.00047983	0.00205578	0.00155812	0.00149435	0.00112533	0.00074915	0.00051653	0.00055966	0.00038602
MMP2	1.5972366	1.5917471	1.57916942	1.58859255	0.02688784	0.02618087	0.02922954	0.03006644	1.01229108	1.07897204	1.06843143	1.09791263	0.41565166	0.42181671	0.40739994	0.41052271
MMP9	0.01076933	0.01267659	0.01174861	0.01014217	0.00475709	0.0046003	0.00488133	0.00545213	0.00904926	0.00788012	0.00972846	0.00912694	0.0069042	0.00482833	0.00570356	0.0079158
MIF	29.42287619	29.62403486	29.29671593	29.02804159	10.41053095	10.43565894	10.63275128	10.29631595	22.68967243	23.46297889	23.95057813	22.73949746	15.75089626	15.72359417	16.6245694	15.52063768
PAX3	0.02747641	0.03221119	0.02786048	0.03028802	0.01037844	0.00896496	0.01000452	0.01063118	0.01897559	0.02244072	0.02366625	0.02123601	0.01534485	0.01515654	0.01386852	0.01586597
MDM2	0.6646388	0.65664677	0.65278407	0.68857537	0.32253173	0.31929006	0.32283187	0.32983878	0.46860326	0.48771868	0.48303635	0.4653652	0.33425116	0.35096072	0.32473088	0.347379
PER1	0.17315937	0.17119259	0.17102354	0.16777653	0.39324115	0.38954899	0.41011665	0.39488807	0.17775834	0.20510168	0.17899206	0.19368086	0.30427403	0.31206412	0.32091337	0.30609367
PPP6C	0.3972784	0.38590292	0.3970304	0.38159711	0.3630105	0.34335623	0.3708208	0.35123679	0.34495926	0.31856702	0.33803098	0.33565217	0.32783202	0.32433204	0.33826937	0.32592945
NME1	3.34393524	3.35749708	3.32751057	3.39304715	1.37021442	1.36057117	1.3246353	1.35710695	2.8831734	3.08255592	3.04415926	3.0394153	1.74234366	1.72250038	1.79165821	1.74967268
MAGEB3	0.00302483	0.00266947	0.00235664	0.00360623	0.00047983	0.00047983	0.00047983	0.00047983	0.00299192	0.00245058	0.00217767	0.0033656	0.00088818	0.00067769	0.00038602	0.00083726
MYH8	0.00050608	0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00047983	0.00047983	0.00032119	0.00032119	0.00032119	0.00032119	0.00038602	0.00038602	0.00038602	0.00038602
OMG	0.00539829	0.00735425	0.00694107	0.00598305	1.60548886	1.54917148	1.53563532	1.54019447	0.28626981	0.28660353	0.27572545	0.27888885	1.13918788	1.14166967	1.10102963	1.21275952
P2RY11	0.12925702	0.13207629	0.13729801	0.12941776	0.07109974	0.06868423	0.07378543	0.07603754	0.10100304	0.10438927	0.10245068	0.09612287	0.08327216	0.08228292	0.07204305	0.07968574
PITX1	0.33372724	0.32813302	0.33271664	0.33831333	0.00047983	0.00087765	0.00047983	0.00047983	0.24604562	0.24516268	0.23171363	0.24107492	0.10204561	0.09806152	0.10143109	0.10118681
PKP4	0.03864793	0.0371548	0.0407869	0.04058403	0.10104783	0.10042648	0.11491801	0.10909587	0.04878113	0.04941844	0.04965708	0.04870318	0.07976129	0.07687368	0.07859769	0.08031914
NUMB	0.54020357	0.59218806	0.5319742	0.55503682	0.58964478	0.57736033	0.55428929	0.57287528	0.56734309	0.63248206	0.66942828	0.64142596	0.60188634	0.57992793	0.59766374	0.58802744
NOL4	0.0022412	0.00207247	0.00302102	0.00279644	0.31952341	0.31500483	0.30218153	0.30985125	0.06285953	0.06357218	0.05830929	0.05395213	0.18596444	0.18725604	0.18071336	0.19597277
PABPC4	2.7440713	2.82403586	2.73205543	2.72090723	0.53167968	0.54103961	0.51614713	0.54107728	2.12098782	2.21605514	2.15927394	2.22801516	1.24434567	1.29333268	1.29516025	1.35831961
NAP1L3	0.04059674	0.04200532	0.04288457	0.0405082	1.65979712	1.58339609	1.59152138	1.54722412	0.29467533	0.28749696	0.29169493	0.29976977	1.1049724	1.15483855	1.17911927	1.16666766
POLR2G	0.2114278	0.21052818	0.2251594	0.21602236	0.09575207	0.09883537	0.10262047	0.09892952	0.16315802	0.16115765	0.1727981	0.16171889	0.11558878	0.12124093	0.12936144	0.12080354
PSAP	4.13211142	4.3277535	4.13814368	4.05814703	0.58930232	0.55118454	0.63540591	0.60936568	2.98992842	2.92434231	3.0193191	3.33512581	1.67965708	1.84661675	1.77404301	1.88516114
RAB11A	1.08662302	1.07213449	1.09051595	1.04285541	0.8986982	0.89043205	0.88159166	0.91218947	0.81637759	0.81102348	0.80764998	0.79285051	0.83128419	0.88567724	0.84208642	0.83126459
OASL	0.01591004	0.01429954	0.0163249	0.01338003	0.00572354	0.00596707	0.00714415	0.00650321	0.01303246	0.01225816	0.01463901	0.01138103	0.00880063	0.00885688	0.00831073	0.00976474
PCNA	3.88768289	3.89646821	4.00564205	3.87724886	0.29893832	0.42197315	0.40137003	0.41504026	3.02674576	2.90125881	2.8780205	2.94224933	1.4124273	1.44982303	1.39778533	1.40480874
PSMD7	1.66633719	1.66255352	1.69522373	1.6754874	0.89395512	0.94183035	0.90301818	0.90056637	1.19709553	1.23076296	1.20144114	1.24025152	0.98364758	0.98279158	0.99615051	0.96711105
RAC2	0.1479006	0.15907518	0.1528033	0.1541527	0.01069866	0.01103875	0.01078041	0.01038473	0.0944572	0.09507541	0.09750883	0.09456465	0.04377736	0.04573849	0.04048053	0.04044658
PFDN1	0.490397	0.50328325	0.48154606	0.51753718	0.67604972	0.66706158	0.66632355	0.67349914	0.63415824	0.70166653	0.64734513	0.68312694	0.71572395	0.75052343	0.78371885	0.77032658
NAT2	0.00050608	0.00050608	0.00050608	0.00050608	0.00047983	0.00047983	0.00049691	0.00047983	0.00032119	0.00050732	0.00032119	0.00032119	0.00038602	0.00061877	0.00066332	0.00050083
P2RY1	0.05650784	0.05872929	0.05867525	0.05662167	0.06951727	0.07346927	0.06737811	0.063174	0.06158132	0.06275859	0.06138382	0.05473682	0.07197243	0.0705204	0.06793067	0.06798531
UBC	8.26254811	8.11010429	8.14451244	8.15868362	11.21098042	11.23436569	11.18450533	10.9833891	7.49953407	7.30486427	7.71920213	8.00977927	9.11014956	8.88382872	9.21099008	9.07923157
18S	50926.73655	53351.96621	52189.79917	52768.56095	52032.4796	50708.42835	50326.70695	54434.46923	39423.30917	42406.58803	43892.9535	41215.62238	48748.21593	50963.03336	48319.68938	50017.6127
HPRT1	1.30473341	1.35925785	1.27824883	1.31906414	1.45946863	1.46550472	1.45242028	1.46010621	1.24675803	1.25499771	1.23091948	1.2184713	1.17072596	1.2457569	1.15667404	1.19680595
CCNA2	0.21316956	0.21824485	0.24995792	0.22817206	0.00060847	0.00058783	0.00063694	0.00077657	0.28563361	0.28469326	0.33744062	0.33766451	0.08984324	0.09193119	0.09835682	0.10413256
CFLAR	0.25598776	0.25777774	0.2622563	0.25848158	0.43768132	0.44647811	0.4560573	0.44946049	0.26689657	0.27610939	0.26374571	0.26833532	0.37792482	0.37410481	0.37712057	0.37516504
ACTN2	0.00444639	0.00751884	0.00671611	0.00837113	0.17360647	0.17749926	0.16756303	0.1475283	0.03128964	0.03409537	0.03663964	0.04051215	0.08472518	0.10122484	0.08921204	0.08951506
ADPRH	0.02024638	0.02273734	0.02099883	0.02089394	0.02567638	0.02623848	0.02691682	0.02644342	0.01806873	0.01974692	0.01878074	0.02055903	0.0205963	0.02274998	0.02409715	0.02104808
ALOX12B	0.00709265	0.00705218	0.00736306	0.00706059	0.00079758	0.00086427	0.00059862	0.00048939	0.00568974	0.00424545	0.00419603	0.00460317	0.00223903	0.00227892	0.00220909	0.00188389
ANXA5	6.82437434	6.73497045	7.27109012	7.09781044	1.19272062	1.18155176	1.15773265	1.1770362	5.15338531	5.25076797	5.45901694	5.44334835	2.96053753	2.98528211	2.90471082	2.88825921
AOX1	0.10369717	0.1053762	0.10018661	0.09172478	0.0183698	0.01894998	0.01749732	0.01594286	0.07374986	0.07781087	0.06677646	0.06713069	0.04107483	0.04068517	0.03494598	0.03696934
CD68	0.75629229	0.75688714	0.76463958	0.76415128	0.21138122	0.2039529	0.22127784	0.20742852	0.63901384	0.65071894	0.67021552	0.65013032	0.39300297	0.38257799	0.3858823	0.38929064
AHSG	24.94418445	26.29749009	26.4194833	26.18475745	0.00048939	0.00048939	0.00048939	0.00048939	19.53146965	18.95868235	18.97550261	20.45873083	6.72762622	6.87065005	6.94509478	6.93473803
AMBP	3.19733603	3.25360528	3.54834369	3.41105691	0.00065785	0.00077733	0.0008445	0.00118684	1.95767894	2.01832114	2.2022275	2.09667378	0.71234906	0.72893087	0.77210819	0.71897966
APOF	0.00774305	0.0085338	0.00788213	0.00788526	0.00048939	0.00048939	0.00048939	0.00048939	0.01166234	0.01006532	0.0110011	0.01082759	0.00290219	0.00269634	0.00436636	0.00342985
ARF5	0.83622115	0.79649463	0.85013161	0.88542094	0.90842515	0.89170906	0.92773616	0.92569397	0.55449102	0.52706046	0.58079046	0.57622251	0.71874195	0.71715959	0.80936049	0.76121135
ATP1B2	0.14056206	0.12954216	0.13180967	0.13781841	13.18037942	13.68737141	13.28515869	13.93156663	2.50437493	2.4553715	2.54808618	2.57517068	7.91793955	8.11276424	8.38967435	8.24668838
BTN1A1	0.00110816	0.00111626	0.00174693	0.00122308	0.0014984	0.00151284	0.00246116	0.00151421	0.00126901	0.00072773	0.00145604	0.00210502	0.00145765	0.00141974	0.00168123	0.00168287
CD58	0.19985312	0.21049249	0.20704294	0.20687973	0.02609242	0.0245583	0.02476386	0.02496946	0.15388141	0.15693493	0.1513419	0.15522073	0.07870412	0.07359366	0.07294071	0.07461577
CDA	0.10146603	0.09953593	0.09873177	0.09541668	0.02195683	0.02204404	0.01956988	0.01712684	0.08320347	0.08628131	0.0827624	0.08298801	0.04852789	0.05070886	0.0505615	0.046929
CENPA	0.15049141	0.16073073	0.16655151	0.17741733	0.00048939	0.00048939	0.00048939	0.00048939	0.14732485	0.13460784	0.13549982	0.13970825	0.05457476	0.05378187	0.0520376	0.05885077
ACO1	0.76029781	0.75912383	0.77114219	0.75752962	0.36247316	0.34174587	0.34946038	0.36220417	0.5881409	0.6177708	0.60709359	0.61110614	0.41521999	0.41709515	0.401842	0.42137568
ABCD3	0.3542134	0.35157323	0.35185132	0.35784456	0.33288215	0.32422996	0.32307197	0.31608135	0.31591604	0.30011284	0.31114802	0.31775232	0.3112074	0.31821643	0.31241942	0.32785978
ACADM	0.09940363	0.10075339	0.09759666	0.09666515	0.10770836	0.11499679	0.10818324	0.10218127	0.06360773	0.06004853	0.06063641	0.06771621	0.09017722	0.09575307	0.0965341	0.09851282
ACADS	0.4261859	0.39204842	0.41912288	0.41637033	0.23662727	0.21937891	0.23655393	0.22772484	0.35034339	0.35167345	0.35213688	0.33959662	0.31046368	0.28457659	0.32409306	0.32539947
ADA	2.22890674	2.25992942	2.236086	2.29541133	0.09470504	0.10498113	0.09473449	0.09626826	1.61319263	1.60882672	1.63279413	1.56146513	0.7218029	0.72888186	0.71721672	0.72894517
APOH	2.32305269	2.2961762	2.38420516	2.28861313	0.00048939	0.00048939	0.00048939	0.00093117	1.93672055	1.92745996	2.12829597	2.05349464	0.7806804	0.79915768	0.7876979	0.7637575
ASPA	0.00599798	0.00690935	0.00610357	0.00701424	0.3346858	0.3367324	0.35207271	0.33348264	0.07743704	0.07609265	0.07349452	0.07289116	0.23418535	0.22999642	0.23913277	0.23422431
BTD	0.10143431	0.10287929	0.11520141	0.10106862	0.23938642	0.24800611	0.24646892	0.25932853	0.16624751	0.17703352	0.16934076	0.16806363	0.1708423	0.18018365	0.19074351	0.18148513
ABCC2	0.42227427	0.40862746	0.43314939	0.42902462	0.00188185	0.00299664	0.00344682	0.00228505	0.30134662	0.28647087	0.31805209	0.3072632	0.10543494	0.10779928	0.10991307	0.11190791
AMT	0.02618061	0.02811005	0.02470128	0.02407778	0.04375844	0.04576626	0.04113804	0.03908016	0.03007431	0.03356179	0.0314494	0.03313087	0.04341452	0.04350908	0.03882514	0.04215417
ANXA1	0.50531509	0.50289955	0.51736082	0.50421632	0.05437522	0.05389041	0.05575237	0.05370293	0.38889388	0.40935011	0.4523012	0.41314879	0.20408512	0.19669131	0.20553162	0.20696539
CACNG1	0.00051	0.00054468	0.00051863	0.00051	0.00130819	0.00177713	0.00112049	0.00122652	0.00036739	0.00072186	0.00071811	0.00048952	0.00078237	0.00083785	0.00072775	0.0008539
ANGPT2	0.00051	0.0007489	0.0009309	0.0006683	0.04295325	0.04070733	0.03800353	0.04282309	0.00991151	0.00892622	0.00911603	0.00902362	0.03069598	0.02986933	0.02785489	0.03090633
CDH1	0.64783411	0.69576992	0.70063841	0.7145536	0.02777434	0.02907489	0.03466375	0.02578577	0.49354839	0.51004096	0.53250947	0.52302943	0.21092425	0.23445094	0.24381519	0.22131058
